gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CLV,AvgMonthlyCharges,ServiceCount,TenureGroup,ChargeGroup,Churn
1,0,1,1,8,1,0,0,0,0,2,0,0,0,0,1,2,51.05,415.05,408.4,46.11666666666667,3,0,1,1
1,1,0,0,12,1,2,1,0,0,0,0,0,0,0,1,1,73.3,828.05,879.5999999999999,63.69615384615384,4,0,2,0
0,0,0,0,2,1,0,0,0,0,2,2,2,2,0,0,2,76.4,160.8,152.8,53.6,9,0,2,1
0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.1,679.3,640.8,75.47777777777777,4,0,2,1
1,0,1,1,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,5293.95,5154.4,76.72391304347826,11,3,2,1
1,0,1,1,12,0,1,0,0,2,0,2,0,0,0,0,3,35.5,432.25,426.0,33.25,5,0,1,0
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,97.0,98.5,32.333333333333336,3,0,1,0
1,0,1,1,68,1,0,1,2,0,2,0,0,0,2,0,1,80.35,5375.15,5463.799999999999,77.90072463768115,6,3,2,0
1,0,1,1,55,1,0,0,0,0,2,2,0,0,2,1,1,55.25,3119.9,3038.75,55.7125,5,3,1,0
1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,85.5,4042.3,4018.5,84.21458333333334,6,2,2,1
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.15,1337.5,1390.35,19.107142857142858,9,3,0,0
1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,70.25,331.9,351.25,55.31666666666666,2,0,2,1
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.85,1872.2,1861.2,25.646575342465756,11,3,0,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.5,19.5,19.5,9.75,9,0,0,0
1,1,0,0,7,0,1,0,0,2,0,2,0,2,0,1,2,44.4,265.8,310.8,33.225,7,0,1,0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,45.15,416.45,406.34999999999997,41.644999999999996,1,0,1,1
0,0,0,0,36,0,1,0,2,2,2,2,0,2,2,1,3,53.1,1901.25,1911.6000000000001,51.38513513513514,11,2,1,0
0,0,1,0,64,1,2,1,2,0,2,0,2,0,2,1,1,94.6,5948.7,6054.4,91.51846153846154,10,3,2,0
0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55,7570.5,111.69788732394366,14,3,3,0
1,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,2,85.25,6083.1,6138.0,83.33013698630137,13,3,2,0
1,0,1,0,11,1,0,0,0,0,0,0,2,0,0,1,0,55.05,608.15,605.55,50.67916666666667,3,0,1,0
1,0,1,1,38,1,2,0,0,2,2,0,2,2,1,0,1,78.95,2862.55,3000.1,73.39871794871796,11,2,2,0
0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,58.75,3437.45,3348.75,59.266379310344824,11,3,1,0
0,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.2,777.3,753.6,86.36666666666666,8,0,2,1
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,36.8,40.5,12.266666666666666,9,0,0,0
1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,49.15,169.05,147.45,42.2625,3,0,1,1
1,0,1,0,63,1,2,1,2,0,0,2,0,0,2,1,1,84.65,5377.8,5332.950000000001,84.028125,8,3,2,0
0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,64.7,941.0,905.8000000000001,62.733333333333334,7,1,1,1
1,1,0,0,33,1,2,1,0,2,2,0,0,0,0,1,1,83.85,2716.3,2767.0499999999997,79.89117647058823,8,2,2,1
0,0,0,0,47,1,2,1,2,0,2,0,2,0,1,0,1,94.9,4615.25,4460.3,96.15104166666667,10,2,2,0
1,0,0,0,22,1,2,2,1,1,1,1,1,1,0,1,1,24.85,493.4,546.7,21.452173913043477,11,1,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,70.25,35.125,2,0,2,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,24.7,24.7,12.35,1,0,0,0
0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5,30.5,30.5,15.25,3,0,0,1
1,0,0,0,32,1,2,1,2,0,0,2,0,0,0,0,0,87.65,2766.4,2804.8,83.83030303030303,8,2,2,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,26.45,1914.5,1904.3999999999999,26.226027397260275,11,3,0,0
0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85,483.0,71.83571428571429,6,0,2,1
1,0,1,1,68,1,0,1,2,2,0,2,0,2,2,0,0,95.1,6683.4,6466.799999999999,96.86086956521739,10,3,3,0
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,2,19.95,253.8,259.34999999999997,18.12857142857143,9,1,0,0
0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,0,19.5,413.0,390.0,19.666666666666668,9,1,0,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,25.95,1801.9,1842.45,25.02638888888889,11,3,0,0
1,0,0,0,65,1,2,1,2,0,0,2,0,2,1,0,2,93.55,6069.25,6080.75,91.95833333333333,10,3,2,0
0,0,0,0,37,1,0,0,0,0,0,0,2,2,0,1,2,64.75,2345.2,2395.75,61.715789473684204,5,2,1,1
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,20.25,439.75,486.0,17.59,9,1,0,0
1,1,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,73.75,545.15,516.25,68.14375,4,0,2,1
1,0,1,1,23,1,0,1,0,2,2,2,0,0,1,0,3,86.8,1940.8,1996.3999999999999,80.86666666666666,8,1,2,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3,46.3,23.15,1,0,1,1
1,0,0,1,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,930.4,952.0,84.58181818181818,8,0,3,1
1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,0,74.8,321.9,299.2,64.38,4,0,2,1
1,0,1,1,52,1,0,0,2,2,2,0,2,2,2,0,2,79.2,4016.3,4118.400000000001,75.77924528301887,11,3,2,0
0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,5941.05,5979.0,97.39426229508197,10,3,3,0
0,0,0,0,64,1,2,1,2,2,2,2,2,2,2,1,0,115.1,7334.05,7366.4,112.83153846153846,16,3,3,0
0,0,0,0,72,1,0,0,2,2,2,2,0,2,2,1,1,73.0,5265.2,5256.0,72.12602739726027,11,3,2,0
0,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,3,19.85,784.25,734.45,20.638157894736842,9,2,0,0
1,1,1,0,16,1,2,1,0,0,0,0,2,0,0,1,1,85.05,1391.15,1360.8,81.83235294117648,6,1,2,0
0,1,0,0,18,1,0,2,1,1,1,1,1,1,1,0,0,20.35,369.6,366.3,19.45263157894737,9,1,0,0
0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6,6092.799999999999,88.80579710144929,8,3,2,1
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1161.75,1179.0,19.045081967213115,9,3,0,0
1,1,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,84.35,1745.2,1687.0,83.1047619047619,6,1,2,0
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.55,73.55,73.55,36.775,4,0,2,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,45.65,22.825,1,0,1,1
1,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,0,114.95,7711.25,8046.5,108.60915492957747,16,3,3,0
0,0,0,0,6,0,1,0,2,2,2,2,2,2,2,1,3,63.4,348.8,380.4,49.82857142857143,13,0,1,0
1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,4484.05,4557.6,81.52818181818182,8,3,2,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1493.75,1512.0,20.46232876712329,9,3,0,0
1,0,0,0,64,1,2,1,2,0,2,2,0,2,2,0,1,99.25,6549.45,6352.0,100.76076923076923,12,3,3,0
0,0,0,0,4,1,0,0,0,2,0,0,2,2,0,1,0,68.65,261.25,274.6,52.25,7,0,2,1
0,0,1,1,6,1,0,0,2,2,0,0,0,0,0,0,1,55.9,365.35,335.4,52.19285714285714,5,0,1,1
1,0,0,0,30,1,2,1,2,2,2,2,0,0,0,1,1,95.0,2852.4,2850.0,92.01290322580645,12,2,2,0
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,112.1,7965.95,8071.2,109.12260273972602,16,3,3,0
1,0,0,0,20,1,0,1,0,0,0,0,2,0,0,0,2,78.8,1641.3,1576.0,78.15714285714286,4,1,2,0
0,0,1,1,23,1,0,1,0,2,2,2,0,0,0,0,2,83.8,1900.25,1927.3999999999999,79.17708333333333,8,1,2,1
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,70.7,140.7,141.4,46.9,2,0,2,1
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.65,79.65,79.65,39.825,4,0,2,1
1,1,1,0,19,1,0,0,2,0,2,0,2,0,0,0,0,66.4,1286.05,1261.6000000000001,64.3025,7,1,2,0
0,0,0,1,10,1,0,1,0,0,2,2,2,0,0,1,2,91.1,964.35,911.0,87.66818181818182,8,0,2,0
1,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,2,92.9,1337.45,1300.6000000000001,89.16333333333334,6,1,2,0
0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,55.3,55.3,55.3,27.65,3,0,1,0
1,1,0,1,38,1,2,1,2,0,0,0,0,0,0,1,3,80.45,3162.65,3057.1,81.09358974358975,6,2,2,0
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,4065.0,3917.45,84.6875,8,2,2,1
1,0,0,0,69,1,0,1,0,2,2,2,2,2,1,1,0,104.05,7262.0,7179.45,103.74285714285715,12,3,3,1
1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,401.1,427.0,66.85000000000001,8,0,2,1
1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,2058.5,2006.0,50.207317073170735,3,2,1,0
0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,19.7,216.2,216.7,18.016666666666666,9,0,0,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,19.45,19.45,9.725,9,0,0,0
0,0,1,1,63,1,0,0,2,2,2,2,0,0,2,0,3,63.55,4014.2,4003.6499999999996,62.721875,9,3,1,0
0,0,1,0,48,1,0,1,0,2,2,0,2,2,1,1,2,97.05,4692.95,4658.4,95.77448979591837,10,2,3,0
1,1,1,0,52,1,0,1,2,0,2,2,2,2,1,1,0,104.45,5481.25,5431.400000000001,103.41981132075472,12,3,3,0
0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,2215.45,2175.25,61.540277777777774,5,2,1,0
1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,214.75,219.45,17.895833333333332,9,0,0,1
0,0,0,0,41,1,2,1,0,0,2,0,2,2,0,0,0,98.05,3990.6,4020.0499999999997,95.0142857142857,10,2,3,0
1,1,1,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.8,3437.5,3528.0,95.48611111111111,10,2,3,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,25.8,25.8,12.9,1,0,0,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,19.9,9.95,9,0,0,1
0,0,1,0,24,1,0,1,0,2,2,0,2,2,0,1,1,99.3,2431.35,2383.2,97.25399999999999,10,1,3,1
1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,1,0,24.0,1664.3,1632.0,24.120289855072464,11,3,0,0
1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,5124.55,5148.849999999999,106.76145833333334,14,2,3,1
0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,20.75,844.45,871.5,19.638372093023257,9,2,0,0
1,0,1,0,24,1,0,0,2,0,0,2,0,0,0,0,3,53.6,1315.35,1286.4,52.614,5,1,1,0
0,1,1,0,64,1,0,1,2,2,2,0,0,2,1,0,0,97.0,6430.9,6208.0,98.93692307692307,10,3,3,0
0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,4421.95,4360.5,85.0375,13,3,2,0
1,0,0,0,2,1,0,1,0,0,2,2,0,0,0,1,2,79.85,152.45,159.7,50.81666666666666,6,0,2,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,45.4,45.4,22.7,1,0,1,0
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,50.15,50.15,50.15,25.075,3,0,1,0
0,1,1,1,14,1,2,1,0,0,0,0,2,2,0,1,2,95.8,1346.3,1341.2,89.75333333333333,8,1,3,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,46.2,46.2,23.1,1,0,1,1
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,96.0,174.8,192.0,58.26666666666667,8,0,3,1
0,0,0,0,18,1,0,1,2,0,0,0,0,0,0,1,2,75.4,1380.4,1357.2,72.65263157894738,4,1,2,0
1,0,0,1,27,1,0,2,1,1,1,1,1,1,1,0,1,20.05,552.9,541.35,19.74642857142857,9,2,0,0
0,1,0,0,49,1,2,1,2,2,2,2,0,2,1,0,0,103.0,5166.2,5047.0,103.324,14,3,3,0
1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,7099.0,7142.4,109.21538461538462,14,3,3,0
1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,3,49.25,208.45,197.0,41.69,3,0,1,0
0,0,0,1,16,1,2,1,0,0,0,2,0,0,1,1,1,79.5,1264.2,1272.0,74.36470588235295,6,1,2,0
1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8,4147.0,79.5811320754717,11,3,2,0
1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,332.65,294.75,20.790625,9,1,0,0
0,0,0,0,33,1,2,1,0,2,2,0,2,2,0,0,2,107.55,3645.5,3549.15,107.22058823529412,12,2,3,0
1,1,0,0,67,1,2,1,0,0,0,0,0,0,0,1,3,75.7,5060.85,5071.900000000001,74.42426470588236,4,3,2,0
0,0,1,1,42,1,0,1,0,0,2,2,2,2,2,1,2,100.4,4303.65,4216.8,100.08488372093022,10,2,3,0
0,0,1,0,68,0,1,0,2,0,2,0,2,2,1,1,2,54.4,3723.65,3699.2,53.96594202898551,9,3,1,0
1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,1,1,73.15,2730.85,2852.8500000000004,68.27125,4,2,2,0
1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,0,20.85,720.05,750.6,19.46081081081081,9,2,0,0
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,0,84.9,6065.3,6112.8,83.08630136986302,13,3,2,0
1,0,0,0,61,1,2,1,2,0,2,0,2,2,0,1,2,106.45,6300.15,6493.45,101.61532258064516,12,3,3,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.1,39.8,40.2,13.266666666666666,9,0,0,0
1,0,1,0,27,1,0,2,1,1,1,1,1,1,2,0,0,19.55,520.55,527.85,18.59107142857143,9,2,0,0
1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,3418.2,3342.5,94.94999999999999,10,2,3,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.85,70.85,70.85,35.425,2,0,2,1
1,0,1,1,32,0,1,0,0,0,2,2,0,0,1,1,3,36.25,1151.05,1160.0,34.880303030303025,5,2,1,0
0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,2151.6,2203.75,48.9,9,2,1,0
1,0,1,0,64,1,2,0,2,0,0,0,2,0,1,1,1,66.15,4392.5,4233.6,67.57692307692308,7,3,2,0
0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,59.4,1952.8,1960.2,57.43529411764706,7,2,1,0
0,0,1,1,50,1,2,0,2,2,2,2,0,2,1,1,0,80.05,4042.2,4002.5,79.25882352941176,13,3,2,0
0,0,0,0,10,1,2,2,1,1,1,1,1,1,0,1,3,24.5,270.15,245.0,24.55909090909091,11,0,0,0
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,1,1,20.45,237.3,224.95,19.775000000000002,9,0,0,0
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,74.3,74.3,74.3,37.15,4,0,2,1
0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,108.5,8003.8,7812.0,109.64109589041097,14,3,3,0
0,1,1,0,65,1,0,1,0,2,2,2,2,2,2,1,1,105.85,6725.5,6880.25,101.90151515151516,12,3,3,0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,76.0,76.0,38.0,4,0,2,1
0,0,1,1,54,1,2,0,0,2,2,2,2,2,0,1,2,86.2,4524.05,4654.8,82.25545454545455,13,3,2,0
1,0,1,1,61,1,0,1,0,2,2,2,2,2,1,0,1,103.9,6449.15,6337.900000000001,104.01854838709677,12,3,3,0
1,0,0,0,52,1,0,1,0,0,2,0,0,2,0,1,1,83.8,4331.4,4357.599999999999,81.72452830188679,6,3,2,0
0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,50.75,2011.4,1979.25,50.285000000000004,7,2,1,1
1,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1305.95,1253.55,21.063709677419357,9,3,0,0
0,0,1,0,18,1,0,0,0,0,0,2,0,0,0,1,3,50.3,908.75,905.4,47.828947368421055,3,1,1,0
0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,1,0,40.3,1630.4,1571.6999999999998,40.760000000000005,7,2,1,0
1,0,1,1,36,1,2,2,1,1,1,1,1,1,2,0,1,25.1,930.95,903.6,25.160810810810812,11,2,0,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.1,25.1,25.1,12.55,1,0,0,1
1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.1,141.65,140.2,47.21666666666667,2,0,2,0
0,0,1,1,49,1,0,0,0,2,2,0,2,2,1,0,1,78.0,3824.2,3822.0,76.484,9,3,2,0
1,0,0,0,59,1,0,0,0,0,2,2,2,0,0,1,2,64.65,3735.45,3814.3500000000004,62.2575,7,3,1,0
0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,6766.95,6840.849999999999,93.98541666666667,12,3,3,0
1,0,1,1,30,1,2,0,2,0,0,0,0,0,0,1,0,54.45,1588.7,1633.5,51.248387096774195,5,2,1,0
1,1,1,0,59,1,2,1,0,0,0,0,2,2,0,1,0,93.85,5574.75,5537.15,92.9125,8,3,2,1
0,0,0,0,11,1,2,2,1,1,1,1,1,1,1,0,2,25.2,245.15,277.2,20.429166666666667,11,0,0,0
1,0,0,0,72,1,0,0,2,2,2,2,2,0,2,1,0,75.1,5336.35,5407.2,73.10068493150685,11,3,2,0
1,0,1,0,14,1,2,1,0,0,0,0,0,2,0,1,2,85.15,1139.2,1192.1000000000001,75.94666666666667,6,1,2,1
0,0,0,1,34,1,2,1,2,2,2,2,2,2,2,1,1,116.15,3946.9,3949.1000000000004,112.76857142857143,16,2,3,0
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.0,605.45,623.0,75.68125,6,0,2,0
1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,25.35,1715.15,1774.5,24.157042253521126,11,3,0,0
0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,6126.15,6136.0,92.82045454545454,10,3,2,0
0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.1,579.4,663.3000000000001,17.041176470588233,9,2,0,0
0,1,0,0,6,0,1,0,0,0,0,0,2,2,0,1,2,44.4,263.05,266.4,37.57857142857143,5,0,1,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75,284.35,316.0,16.726470588235294,9,1,0,0
1,0,0,0,62,1,2,1,0,0,2,0,2,2,1,1,2,96.75,6125.4,5998.5,97.22857142857143,10,3,3,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.7,69.7,69.7,34.85,2,0,2,1
0,0,1,1,36,1,0,0,2,0,0,0,0,0,0,0,1,51.05,1815.0,1837.8,49.054054054054056,3,2,1,0
1,1,1,0,65,1,0,1,0,0,0,0,0,0,1,1,0,70.95,4555.2,4611.75,69.01818181818182,2,3,2,0
0,0,1,0,65,1,2,1,0,2,2,2,2,2,1,1,1,108.05,7118.9,7023.25,107.86212121212121,14,3,3,0
1,0,1,0,5,1,2,1,2,0,0,0,0,2,0,1,2,89.15,413.25,445.75,68.875,8,0,2,0
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,743.5,775.1999999999999,19.064102564102566,9,2,0,0
1,0,0,0,18,0,1,0,2,0,2,0,0,0,0,0,3,33.6,550.35,604.8000000000001,28.96578947368421,5,1,0,0
1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1888.45,1935.0,60.917741935483875,7,2,1,0
0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,246.6,242.54999999999998,30.825,5,0,0,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.2,19.2,19.2,9.6,9,0,0,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.75,58.85,59.25,14.7125,9,0,0,1
0,0,1,0,71,1,2,1,0,2,2,2,2,2,2,0,2,109.25,7707.7,7756.75,107.05138888888888,14,3,3,0
0,0,0,0,58,1,0,0,2,2,2,2,0,0,2,1,1,64.9,3795.45,3764.2000000000003,64.32966101694915,9,3,1,0
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,3,19.4,967.85,892.4,20.592553191489362,9,2,0,0
0,0,0,0,38,1,2,0,0,2,0,2,0,2,0,0,1,68.15,2656.3,2589.7000000000003,68.11025641025641,9,2,2,0
1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,531.0,546.0,75.85714285714286,8,0,2,1
0,0,0,0,55,1,0,0,2,0,0,0,0,0,0,1,1,50.55,2832.75,2780.25,50.58482142857143,3,3,1,0
0,0,1,0,72,1,2,0,2,2,0,2,0,0,2,0,0,64.75,4804.75,4662.0,65.81849315068493,9,3,1,0
0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,6253.0,6139.35,97.703125,10,3,3,0
0,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,60.65,3975.9,4124.2,57.62173913043478,7,3,1,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.3,20.3,20.3,10.15,9,0,0,1
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,128.6,117.30000000000001,18.37142857142857,9,0,0,0
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,483.7,484.54999999999995,40.30833333333333,1,0,1,1
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,20.15,260.7,241.79999999999998,20.053846153846152,9,0,0,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,20.15,20.15,10.075,9,0,0,1
1,0,1,1,40,1,0,2,1,1,1,1,1,1,0,1,0,20.4,745.3,816.0,18.178048780487803,9,2,0,0
0,0,0,0,72,1,2,0,2,2,2,2,2,2,2,1,0,91.35,6697.2,6577.2,91.74246575342465,15,3,2,0
1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,3,36.85,108.7,110.55000000000001,27.175,5,0,1,1
1,0,1,1,34,1,0,1,0,0,2,0,2,0,0,1,3,84.05,2909.95,2857.7,83.14142857142856,6,2,2,0
1,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.2,387.4,383.8,19.369999999999997,9,1,0,0
0,1,1,0,60,1,2,1,0,2,0,0,0,2,0,0,2,89.45,5294.6,5367.0,86.79672131147541,8,3,2,0
0,0,1,1,60,0,1,0,2,0,2,2,2,2,2,0,1,59.85,3590.2,3591.0,58.85573770491803,11,3,1,0
1,0,1,1,69,1,0,1,2,2,0,2,2,2,2,1,1,106.35,7261.75,7338.15,103.73928571428571,12,3,3,0
0,1,0,0,30,1,2,1,2,2,2,0,0,0,0,0,1,91.7,2758.15,2751.0,88.97258064516129,10,2,2,1
0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,1,94.45,742.95,755.6,82.55000000000001,8,0,2,1
1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2470.1,2393.15,102.92083333333333,12,1,3,1
0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,3,86.2,178.7,172.4,59.56666666666666,6,0,2,1
1,0,0,0,25,1,0,1,2,0,0,0,0,0,0,0,0,74.3,1952.25,1857.5,75.08653846153847,4,2,2,0
1,1,1,0,70,1,0,1,2,2,2,0,2,2,2,0,1,105.35,7511.9,7374.5,105.80140845070422,12,3,3,0
0,0,1,1,47,1,0,0,0,2,0,2,0,2,2,0,0,63.8,3007.25,2998.6,62.651041666666664,7,2,1,0
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,93.85,93.85,46.925,8,0,2,1
0,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,0,80.45,5886.85,5792.400000000001,80.64178082191782,11,3,2,0
0,0,1,1,4,1,2,1,0,0,0,0,0,2,0,1,2,85.95,381.3,343.8,76.26,6,0,2,1
0,1,0,0,6,1,0,1,0,0,2,0,0,0,0,0,2,74.4,434.1,446.40000000000003,62.01428571428572,4,0,2,1
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.65,1887.0,1846.8,25.84931506849315,11,3,0,0
1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,89.55,6038.55,5999.849999999999,88.80220588235295,10,3,2,0
1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3966.3,3896.4,76.275,9,3,2,0
0,0,1,1,28,1,0,2,1,1,1,1,1,1,0,1,0,19.55,543.8,547.4,18.75172413793103,9,2,0,0
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3496.3,3549.0,97.11944444444445,10,2,3,1
1,0,1,1,63,0,1,0,0,2,2,2,0,0,2,0,0,39.35,2395.05,2479.05,37.42265625,7,3,1,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,20.2,746.05,767.6,19.129487179487178,9,2,0,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.25,331.35,346.5,17.439473684210526,9,1,0,0
0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,2,80.2,384.25,401.0,64.04166666666667,4,0,2,0
0,0,1,1,68,1,2,1,0,0,0,0,2,0,1,1,2,83.0,5685.8,5644.0,82.40289855072464,6,3,2,1
1,0,1,1,56,0,1,0,0,2,2,0,0,0,1,1,1,36.1,1971.5,2021.6000000000001,34.58771929824562,5,3,1,0
